Model Evaluation Results - Sorted by MSE (Best to Worst)
======================================================================
Rank   Episode    MSE             Model Path
726    52         0.378774        GAIL_52.pth
727    55         0.379484        GAIL_55.pth
728    790        0.379656        GAIL_790.pth
729    786        0.379816        GAIL_786.pth
730    644        0.379959        GAIL_644.pth
731    781        0.380034        GAIL_781.pth
732    651        0.380608        GAIL_651.pth
733    791        0.380665        GAIL_791.pth
734    57         0.380702        GAIL_57.pth
735    56         0.381243        GAIL_56.pth
736    650        0.381632        GAIL_650.pth
737    1057       0.381780        GAIL_1057.pth
738    653        0.382879        GAIL_653.pth
739    794        0.383004        GAIL_794.pth
740    654        0.383401        GAIL_654.pth
741    1051       0.383852        GAIL_1051.pth
742    649        0.384176        GAIL_649.pth
743    782        0.385724        GAIL_782.pth
744    656        0.386152        GAIL_656.pth
745    1052       0.386364        GAIL_1052.pth
746    784        0.386881        GAIL_784.pth
747    797        0.386914        GAIL_797.pth
748    800        0.387259        GAIL_800.pth
749    652        0.387869        GAIL_652.pth
750    798        0.388914        GAIL_798.pth
751    49         0.389007        GAIL_49.pth
752    788        0.389064        GAIL_788.pth
753    793        0.389581        GAIL_793.pth
754    802        0.390792        GAIL_802.pth
755    799        0.393830        GAIL_799.pth
756    50         0.395366        GAIL_50.pth
757    1056       0.395729        GAIL_1056.pth
758    1060       0.396412        GAIL_1060.pth
759    1058       0.396554        GAIL_1058.pth
760    1059       0.397487        GAIL_1059.pth
761    873        0.398417        GAIL_873.pth
762    801        0.403250        GAIL_801.pth
763    1055       0.403351        GAIL_1055.pth
764    803        0.403664        GAIL_803.pth
765    1049       0.404026        GAIL_1049.pth
766    805        0.404952        GAIL_805.pth
767    1054       0.405778        GAIL_1054.pth
768    883        0.406038        GAIL_883.pth
769    42         0.406074        GAIL_42.pth
770    41         0.406118        GAIL_41.pth
771    884        0.406177        GAIL_884.pth
772    886        0.407322        GAIL_886.pth
773    878        0.407719        GAIL_878.pth
774    39         0.407772        GAIL_39.pth
775    880        0.408379        GAIL_880.pth
776    48         0.408794        GAIL_48.pth
777    806        0.409279        GAIL_806.pth
778    885        0.409533        GAIL_885.pth
779    874        0.409636        GAIL_874.pth
780    1061       0.409674        GAIL_1061.pth
781    44         0.410146        GAIL_44.pth
782    47         0.410173        GAIL_47.pth
783    1053       0.410429        GAIL_1053.pth
784    38         0.410924        GAIL_38.pth
785    868        0.411074        GAIL_868.pth
786    43         0.411286        GAIL_43.pth
787    808        0.411556        GAIL_808.pth
788    804        0.411980        GAIL_804.pth
789    37         0.412231        GAIL_37.pth
790    40         0.412885        GAIL_40.pth
791    867        0.413176        GAIL_867.pth
792    869        0.413500        GAIL_869.pth
793    875        0.414231        GAIL_875.pth
794    1050       0.414596        GAIL_1050.pth
795    35         0.415696        GAIL_35.pth
796    887        0.416001        GAIL_887.pth
797    877        0.416484        GAIL_877.pth
798    815        0.416508        GAIL_815.pth
799    819        0.417611        GAIL_819.pth
800    870        0.417786        GAIL_870.pth
801    900        0.417814        GAIL_900.pth
802    889        0.417850        GAIL_889.pth
803    816        0.418295        GAIL_816.pth
804    879        0.418346        GAIL_879.pth
805    1062       0.418518        GAIL_1062.pth
806    1064       0.419043        GAIL_1064.pth
807    871        0.419389        GAIL_871.pth
808    818        0.419505        GAIL_818.pth
809    822        0.420085        GAIL_822.pth
810    908        0.420436        GAIL_908.pth
811    882        0.420600        GAIL_882.pth
812    876        0.420660        GAIL_876.pth
813    881        0.420818        GAIL_881.pth
814    892        0.420860        GAIL_892.pth
815    893        0.421283        GAIL_893.pth
816    817        0.421595        GAIL_817.pth
817    45         0.421724        GAIL_45.pth
818    46         0.421919        GAIL_46.pth
819    888        0.422023        GAIL_888.pth
820    814        0.422217        GAIL_814.pth
821    1063       0.422477        GAIL_1063.pth
822    821        0.422539        GAIL_821.pth
823    812        0.422992        GAIL_812.pth
824    36         0.423193        GAIL_36.pth
825    865        0.423278        GAIL_865.pth
826    820        0.423417        GAIL_820.pth
827    866        0.423949        GAIL_866.pth
828    902        0.424059        GAIL_902.pth
829    890        0.424085        GAIL_890.pth
830    906        0.424826        GAIL_906.pth
831    907        0.425043        GAIL_907.pth
832    898        0.425400        GAIL_898.pth
833    813        0.425419        GAIL_813.pth
834    810        0.425485        GAIL_810.pth
835    809        0.425490        GAIL_809.pth
836    807        0.425497        GAIL_807.pth
837    910        0.425584        GAIL_910.pth
838    891        0.427214        GAIL_891.pth
839    811        0.427732        GAIL_811.pth
840    895        0.427885        GAIL_895.pth
841    903        0.428394        GAIL_903.pth
842    897        0.428519        GAIL_897.pth
843    823        0.428603        GAIL_823.pth
844    824        0.429019        GAIL_824.pth
845    872        0.429038        GAIL_872.pth
846    896        0.429098        GAIL_896.pth
847    825        0.429980        GAIL_825.pth
848    905        0.430262        GAIL_905.pth
849    826        0.430287        GAIL_826.pth
850    904        0.430454        GAIL_904.pth
851    894        0.430971        GAIL_894.pth
852    909        0.431081        GAIL_909.pth
853    864        0.431650        GAIL_864.pth
854    1066       0.431724        GAIL_1066.pth
855    1047       0.432299        GAIL_1047.pth
856    33         0.433106        GAIL_33.pth
857    1045       0.433152        GAIL_1045.pth
858    1068       0.433876        GAIL_1068.pth
859    34         0.434173        GAIL_34.pth
860    1065       0.434654        GAIL_1065.pth
861    1048       0.434969        GAIL_1048.pth
862    930        0.435310        GAIL_930.pth
863    861        0.435618        GAIL_861.pth
864    920        0.435682        GAIL_920.pth
865    899        0.435848        GAIL_899.pth
866    1033       0.436052        GAIL_1033.pth
867    859        0.436129        GAIL_859.pth
868    1046       0.436965        GAIL_1046.pth
869    948        0.437232        GAIL_948.pth
870    860        0.438272        GAIL_860.pth
871    827        0.438914        GAIL_827.pth
872    1067       0.439239        GAIL_1067.pth
873    1200       0.439253        GAIL_1200.pth
874    863        0.439478        GAIL_863.pth
875    1043       0.439581        GAIL_1043.pth
876    834        0.439903        GAIL_834.pth
877    911        0.439991        GAIL_911.pth
878    931        0.440017        GAIL_931.pth
879    927        0.440118        GAIL_927.pth
880    928        0.440505        GAIL_928.pth
881    1036       0.440712        GAIL_1036.pth
882    901        0.440743        GAIL_901.pth
883    914        0.440817        GAIL_914.pth
884    1034       0.440935        GAIL_1034.pth
885    855        0.441383        GAIL_855.pth
886    919        0.441527        GAIL_919.pth
887    833        0.441534        GAIL_833.pth
888    1037       0.441778        GAIL_1037.pth
889    917        0.442253        GAIL_917.pth
890    862        0.442272        GAIL_862.pth
891    1070       0.442278        GAIL_1070.pth
892    835        0.442325        GAIL_835.pth
893    945        0.442689        GAIL_945.pth
894    918        0.442956        GAIL_918.pth
895    913        0.443677        GAIL_913.pth
896    912        0.443696        GAIL_912.pth
897    1072       0.444440        GAIL_1072.pth
898    1071       0.444566        GAIL_1071.pth
899    857        0.444679        GAIL_857.pth
900    1069       0.445387        GAIL_1069.pth
901    929        0.445508        GAIL_929.pth
902    856        0.445545        GAIL_856.pth
903    925        0.445744        GAIL_925.pth
904    1032       0.446150        GAIL_1032.pth
905    1038       0.446483        GAIL_1038.pth
906    922        0.446662        GAIL_922.pth
907    989        0.447095        GAIL_989.pth
908    933        0.447260        GAIL_933.pth
909    934        0.447338        GAIL_934.pth
910    836        0.447516        GAIL_836.pth
911    828        0.447539        GAIL_828.pth
912    1029       0.447842        GAIL_1029.pth
913    858        0.447907        GAIL_858.pth
914    915        0.448009        GAIL_915.pth
915    932        0.448352        GAIL_932.pth
916    916        0.448599        GAIL_916.pth
917    1199       0.448659        GAIL_1199.pth
918    921        0.449131        GAIL_921.pth
919    1040       0.449280        GAIL_1040.pth
920    990        0.449308        GAIL_990.pth
921    1030       0.449432        GAIL_1030.pth
922    831        0.449448        GAIL_831.pth
923    853        0.449761        GAIL_853.pth
924    991        0.450535        GAIL_991.pth
925    975        0.450639        GAIL_975.pth
926    978        0.451234        GAIL_978.pth
927    950        0.451614        GAIL_950.pth
928    947        0.451643        GAIL_947.pth
929    977        0.452152        GAIL_977.pth
930    973        0.452336        GAIL_973.pth
931    839        0.452372        GAIL_839.pth
932    937        0.452376        GAIL_937.pth
933    830        0.452597        GAIL_830.pth
934    1197       0.452635        GAIL_1197.pth
935    949        0.452637        GAIL_949.pth
936    840        0.452721        GAIL_840.pth
937    1073       0.452767        GAIL_1073.pth
938    829        0.453373        GAIL_829.pth
939    1044       0.453955        GAIL_1044.pth
940    844        0.453979        GAIL_844.pth
941    854        0.454498        GAIL_854.pth
942    837        0.454521        GAIL_837.pth
943    984        0.454891        GAIL_984.pth
944    926        0.454926        GAIL_926.pth
945    832        0.455064        GAIL_832.pth
946    1031       0.455330        GAIL_1031.pth
947    976        0.455496        GAIL_976.pth
948    1166       0.455779        GAIL_1166.pth
949    942        0.456557        GAIL_942.pth
950    1035       0.456599        GAIL_1035.pth
951    952        0.456620        GAIL_952.pth
952    939        0.456948        GAIL_939.pth
953    946        0.456980        GAIL_946.pth
954    1074       0.457008        GAIL_1074.pth
955    924        0.457395        GAIL_924.pth
956    963        0.457469        GAIL_963.pth
957    838        0.457489        GAIL_838.pth
958    995        0.457518        GAIL_995.pth
959    936        0.457588        GAIL_936.pth
960    940        0.457853        GAIL_940.pth
961    967        0.458006        GAIL_967.pth
962    987        0.458181        GAIL_987.pth
963    923        0.458420        GAIL_923.pth
964    938        0.458482        GAIL_938.pth
965    972        0.458522        GAIL_972.pth
966    962        0.458528        GAIL_962.pth
967    992        0.458609        GAIL_992.pth
968    971        0.458726        GAIL_971.pth
969    1198       0.459031        GAIL_1198.pth
970    842        0.459268        GAIL_842.pth
971    935        0.459537        GAIL_935.pth
972    843        0.459665        GAIL_843.pth
973    1039       0.459853        GAIL_1039.pth
974    954        0.459882        GAIL_954.pth
975    943        0.459982        GAIL_943.pth
976    968        0.460180        GAIL_968.pth
977    988        0.461452        GAIL_988.pth
978    32         0.461610        GAIL_32.pth
979    985        0.461611        GAIL_985.pth
980    969        0.462233        GAIL_969.pth
981    994        0.462374        GAIL_994.pth
982    981        0.462382        GAIL_981.pth
983    1075       0.462601        GAIL_1075.pth
984    966        0.462662        GAIL_966.pth
985    1041       0.462939        GAIL_1041.pth
986    1028       0.463066        GAIL_1028.pth
987    951        0.463374        GAIL_951.pth
988    983        0.463399        GAIL_983.pth
989    961        0.463816        GAIL_961.pth
990    974        0.464067        GAIL_974.pth
991    1083       0.464089        GAIL_1083.pth
992    1161       0.464441        GAIL_1161.pth
993    1027       0.464926        GAIL_1027.pth
994    993        0.465155        GAIL_993.pth
995    964        0.465325        GAIL_964.pth
996    1194       0.465361        GAIL_1194.pth
997    1082       0.465436        GAIL_1082.pth
998    1162       0.465490        GAIL_1162.pth
999    845        0.465573        GAIL_845.pth
1000   953        0.465902        GAIL_953.pth
1001   1042       0.465931        GAIL_1042.pth
1002   1164       0.466185        GAIL_1164.pth
1003   1186       0.466241        GAIL_1186.pth
1004   960        0.466414        GAIL_960.pth
1005   1084       0.466636        GAIL_1084.pth
1006   986        0.466710        GAIL_986.pth
1007   852        0.466955        GAIL_852.pth
1008   1078       0.467426        GAIL_1078.pth
1009   944        0.467490        GAIL_944.pth
1010   1191       0.467660        GAIL_1191.pth
1011   965        0.467960        GAIL_965.pth
1012   1165       0.467980        GAIL_1165.pth
1013   1192       0.468066        GAIL_1192.pth
1014   996        0.468079        GAIL_996.pth
1015   1025       0.468255        GAIL_1025.pth
1016   1163       0.468351        GAIL_1163.pth
1017   1099       0.468573        GAIL_1099.pth
1018   1185       0.468614        GAIL_1185.pth
1019   1193       0.468614        GAIL_1193.pth
1020   997        0.468644        GAIL_997.pth
1021   1077       0.468765        GAIL_1077.pth
1022   982        0.468817        GAIL_982.pth
1023   848        0.469292        GAIL_848.pth
1024   1196       0.469393        GAIL_1196.pth
1025   847        0.469451        GAIL_847.pth
1026   956        0.469870        GAIL_956.pth
1027   998        0.470133        GAIL_998.pth
1028   841        0.470322        GAIL_841.pth
1029   979        0.470409        GAIL_979.pth
1030   846        0.470968        GAIL_846.pth
1031   970        0.471088        GAIL_970.pth
1032   1195       0.471366        GAIL_1195.pth
1033   851        0.471407        GAIL_851.pth
1034   1076       0.471502        GAIL_1076.pth
1035   1086       0.471888        GAIL_1086.pth
1036   28         0.471941        GAIL_28.pth
1037   31         0.472234        GAIL_31.pth
1038   1097       0.472545        GAIL_1097.pth
1039   849        0.472912        GAIL_849.pth
1040   959        0.472939        GAIL_959.pth
1041   957        0.473307        GAIL_957.pth
1042   27         0.473510        GAIL_27.pth
1043   1080       0.473629        GAIL_1080.pth
1044   1187       0.473849        GAIL_1187.pth
1045   955        0.474045        GAIL_955.pth
1046   1189       0.474326        GAIL_1189.pth
1047   1096       0.474332        GAIL_1096.pth
1048   1169       0.474333        GAIL_1169.pth
1049   1026       0.474628        GAIL_1026.pth
1050   1079       0.474675        GAIL_1079.pth
1051   1179       0.475131        GAIL_1179.pth
1052   980        0.475437        GAIL_980.pth
1053   1081       0.475462        GAIL_1081.pth
1054   1170       0.475495        GAIL_1170.pth
1055   1087       0.475708        GAIL_1087.pth
1056   1167       0.475727        GAIL_1167.pth
1057   1178       0.475787        GAIL_1178.pth
1058   1088       0.475981        GAIL_1088.pth
1059   850        0.476093        GAIL_850.pth
1060   1180       0.476308        GAIL_1180.pth
1061   1188       0.476465        GAIL_1188.pth
1062   958        0.476642        GAIL_958.pth
1063   1157       0.476736        GAIL_1157.pth
1064   1190       0.477126        GAIL_1190.pth
1065   1156       0.477415        GAIL_1156.pth
1066   29         0.477425        GAIL_29.pth
1067   1023       0.477618        GAIL_1023.pth
1068   1159       0.477702        GAIL_1159.pth
1069   941        0.477792        GAIL_941.pth
1070   1024       0.477931        GAIL_1024.pth
1071   1182       0.478667        GAIL_1182.pth
1072   1158       0.479155        GAIL_1158.pth
1073   1129       0.479552        GAIL_1129.pth
1074   1183       0.479562        GAIL_1183.pth
1075   1090       0.479592        GAIL_1090.pth
1076   1174       0.479631        GAIL_1174.pth
1077   30         0.479715        GAIL_30.pth
1078   25         0.479781        GAIL_25.pth
1079   1160       0.479987        GAIL_1160.pth
1080   999        0.480129        GAIL_999.pth
1081   1177       0.480142        GAIL_1177.pth
1082   1092       0.480348        GAIL_1092.pth
1083   1093       0.480663        GAIL_1093.pth
1084   1001       0.480676        GAIL_1001.pth
1085   1094       0.480709        GAIL_1094.pth
1086   1184       0.480773        GAIL_1184.pth
1087   1085       0.480912        GAIL_1085.pth
1088   1003       0.481159        GAIL_1003.pth
1089   1168       0.481231        GAIL_1168.pth
1090   1171       0.481577        GAIL_1171.pth
1091   1176       0.482255        GAIL_1176.pth
1092   1175       0.482293        GAIL_1175.pth
1093   1173       0.482352        GAIL_1173.pth
1094   1130       0.482378        GAIL_1130.pth
1095   1102       0.483066        GAIL_1102.pth
1096   1152       0.483388        GAIL_1152.pth
1097   1151       0.483492        GAIL_1151.pth
1098   1172       0.483615        GAIL_1172.pth
1099   1089       0.483702        GAIL_1089.pth
1100   1100       0.484310        GAIL_1100.pth
1101   1004       0.484461        GAIL_1004.pth
1102   1181       0.484637        GAIL_1181.pth
1103   1101       0.484889        GAIL_1101.pth
1104   1000       0.485011        GAIL_1000.pth
1105   1125       0.485040        GAIL_1125.pth
1106   1091       0.485187        GAIL_1091.pth
1107   1013       0.485546        GAIL_1013.pth
1108   1095       0.485802        GAIL_1095.pth
1109   1154       0.485977        GAIL_1154.pth
1110   1153       0.486244        GAIL_1153.pth
1111   1155       0.486258        GAIL_1155.pth
1112   1014       0.486338        GAIL_1014.pth
1113   1002       0.486395        GAIL_1002.pth
1114   1150       0.486723        GAIL_1150.pth
1115   1009       0.487571        GAIL_1009.pth
1116   1010       0.487656        GAIL_1010.pth
1117   1148       0.487777        GAIL_1148.pth
1118   26         0.488272        GAIL_26.pth
1119   1147       0.489269        GAIL_1147.pth
1120   22         0.489485        GAIL_22.pth
1121   1120       0.489494        GAIL_1120.pth
1122   1098       0.489735        GAIL_1098.pth
1123   17         0.490196        GAIL_17.pth
1124   1008       0.491248        GAIL_1008.pth
1125   1149       0.492588        GAIL_1149.pth
1126   1131       0.492707        GAIL_1131.pth
1127   1126       0.492767        GAIL_1126.pth
1128   1121       0.493081        GAIL_1121.pth
1129   1133       0.493548        GAIL_1133.pth
1130   1106       0.493701        GAIL_1106.pth
1131   1127       0.493738        GAIL_1127.pth
1132   1006       0.493876        GAIL_1006.pth
1133   1118       0.494184        GAIL_1118.pth
1134   21         0.494365        GAIL_21.pth
1135   1012       0.494733        GAIL_1012.pth
1136   1122       0.494846        GAIL_1122.pth
1137   1124       0.495073        GAIL_1124.pth
1138   1015       0.495079        GAIL_1015.pth
1139   14         0.495805        GAIL_14.pth
1140   1011       0.496035        GAIL_1011.pth
1141   1104       0.496148        GAIL_1104.pth
1142   1123       0.496395        GAIL_1123.pth
1143   1          0.497156        GAIL_1.pth
1144   1117       0.497386        GAIL_1117.pth
1145   1005       0.497527        GAIL_1005.pth
1146   1103       0.498003        GAIL_1103.pth
1147   1109       0.498225        GAIL_1109.pth
1148   1134       0.498934        GAIL_1134.pth
1149   1116       0.499020        GAIL_1116.pth
1150   1115       0.499113        GAIL_1115.pth
1151   2          0.499113        GAIL_2.pth
1152   1021       0.499420        GAIL_1021.pth
1153   1119       0.499661        GAIL_1119.pth
1154   1007       0.499873        GAIL_1007.pth
1155   1108       0.499982        GAIL_1108.pth
1156   1016       0.500373        GAIL_1016.pth
1157   1114       0.500757        GAIL_1114.pth
1158   1140       0.501118        GAIL_1140.pth
1159   1137       0.501282        GAIL_1137.pth
1160   1139       0.502151        GAIL_1139.pth
1161   1105       0.502244        GAIL_1105.pth
1162   1144       0.502395        GAIL_1144.pth
1163   1143       0.502588        GAIL_1143.pth
1164   18         0.502886        GAIL_18.pth
1165   1022       0.502924        GAIL_1022.pth
1166   1112       0.503441        GAIL_1112.pth
1167   1110       0.503729        GAIL_1110.pth
1168   1145       0.504459        GAIL_1145.pth
1169   9          0.504466        GAIL_9.pth
1170   1132       0.504886        GAIL_1132.pth
1171   1136       0.505656        GAIL_1136.pth
1172   1135       0.505688        GAIL_1135.pth
1173   1138       0.506639        GAIL_1138.pth
1174   1111       0.506811        GAIL_1111.pth
1175   1107       0.506954        GAIL_1107.pth
1176   15         0.506961        GAIL_15.pth
1177   1128       0.507068        GAIL_1128.pth
1178   1146       0.507072        GAIL_1146.pth
1179   10         0.508035        GAIL_10.pth
1180   13         0.508412        GAIL_13.pth
1181   19         0.508465        GAIL_19.pth
1182   16         0.508930        GAIL_16.pth
1183   12         0.509666        GAIL_12.pth
1184   4          0.510981        GAIL_4.pth
1185   3          0.511171        GAIL_3.pth
1186   20         0.512202        GAIL_20.pth
1187   1141       0.512376        GAIL_1141.pth
1188   23         0.512656        GAIL_23.pth
1189   1113       0.513157        GAIL_1113.pth
1190   11         0.513705        GAIL_11.pth
1191   24         0.515025        GAIL_24.pth
1192   7          0.515147        GAIL_7.pth
1193   1019       0.515782        GAIL_1019.pth
1194   8          0.516044        GAIL_8.pth
1195   1142       0.518788        GAIL_1142.pth
1196   1020       0.518868        GAIL_1020.pth
1197   6          0.519467        GAIL_6.pth
1198   5          0.520863        GAIL_5.pth
1199   1017       0.523354        GAIL_1017.pth
1200   1018       0.523933        GAIL_1018.pth
